"","time","posX","posY","orientation","mac","signal","rawTime","angle","posXY","medSignal","avgSignal","num","sdSignal","iqrSignal","dist"
"791915",2006-02-19 06:19:29,24,5,135.3,"00:14:bf:b1:97:8d",-53,1140351569575,135,"24-5",-53,-53.2710280373832,107,1.68551035582219,2,10.427847332983
"826066",2006-02-19 07:15:17,24,6,135.3,"00:14:bf:b1:97:8d",-54,1140354917664,135,"24-6",-51,-51.2087912087912,91,2.58850657723064,4,10.0568384694197
"860748",2006-02-19 08:26:11,24,7,135.1,"00:14:bf:b1:97:8d",-52,1140359171111,135,"24-7",-53,-52.7872340425532,94,1.76508759065934,3,9.77445650662992
"902008",2006-02-19 09:16:55,24,8,135.2,"00:14:bf:b1:97:8d",-47,1140362215124,135,"24-8",-47,-47.5222222222222,90,1.40006242058099,1,9.5885348202945
"716471",2006-02-19 04:39:42,25,3,135.5,"00:14:bf:b1:97:8d",-53,1140345582893,135,"25-3",-49,-49.2857142857143,105,0.967891102765795,1,10.5801701309573
"757783",2006-02-19 05:23:10,25,4,135.3,"00:14:bf:b1:97:8d",-55,1140348190828,135,"25-4",-59,-58.6111111111111,90,2.02620165175706,3,10.0169855745129
"867655",2006-02-19 08:33:47,25,7,134.9,"00:14:bf:b1:97:8d",-45,1140359627750,135,"25-7",-51,-50.7826086956522,92,2.16782712378199,3,8.80567998510053
"908890",2006-02-19 09:23:56,25,8,135.1,"00:14:bf:b1:97:8d",-55,1140362636962,135,"25-8",-54,-53.1287128712871,101,2.53638863874066,3,8.59883713068226
"723333",2006-02-19 04:50:18,26,3,135,"00:14:bf:b1:97:8d",-54,1140346218020,135,"26-3",-54,-52.7872340425532,94,1.93925127124419,1,9.7948966303887
"764669",2006-02-19 05:29:53,26,4,135,"00:14:bf:b1:97:8d",-44,1140348593869,135,"26-4",-52,-51.0416666666667,96,2.15658924994595,1,9.18368117913509
"798871",2006-02-19 06:25:54,26,5,135.4,"00:14:bf:b1:97:8d",-47,1140351954399,135,"26-5",-44.5,-44.554347826087,92,1.11300139149408,1,8.64522989862039
"833069",2006-02-19 07:33:33,26,6,135.2,"00:14:bf:b1:97:8d",-48,1140356013777,135,"26-6",-55,-52.9368421052632,95,3.68957855609723,7,8.1939001702486
"874591",2006-02-19 08:41:49,26,7,135.6,"00:14:bf:b1:97:8d",-53,1140360109773,135,"26-7",-45.5,-46.0520833333333,96,4.56386214946269,7,7.84474346298208
"915917",2006-02-19 09:30:57,26,8,135.5,"00:14:bf:b1:97:8d",-40,1140363057737,135,"26-8",-45,-46.0947368421053,95,3.14227754577664,4.5,7.61183289359403
"922920",2006-02-19 09:39:31,27,3,134.8,"00:14:bf:b1:97:8d",-49,1140363571277,135,"27-3",-48,-48.7596153846154,104,2.87437690101375,2,9.05207158610669
"957527",2006-02-19 10:21:59,27,7,135.1,"00:14:bf:b1:97:8d",-37,1140366119672,135,"27-7",-41,-41.3368421052632,95,3.07913543514986,4,6.89492567037528
"1005215",2006-02-19 11:27:45,27,8,135.3,"00:14:bf:b1:97:8d",-48,1140370065207,135,"27-8",-46,-46,101,3.57770876399966,3,6.62872536767062
"929883",2006-02-19 09:48:17,28,3,135.2,"00:14:bf:b1:97:8d",-49,1140364097782,135,"28-3",-46,-45.6915887850467,107,1.41695404749174,2.5,8.36301381082203
"964503",2006-02-19 10:32:26,28,7,135.6,"00:14:bf:b1:97:8d",-47,1140366746743,135,"28-7",-44,-43.7802197802198,91,2.43494101138769,3,5.96154342431555
"1012088",2006-02-19 11:38:33,28,8,135.1,"00:14:bf:b1:97:8d",-40,1140370713491,135,"28-8",-46,-45.9888888888889,90,3.74614241870534,4,5.65154846037792
"936846",2006-02-19 09:55:41,29,3,135.6,"00:14:bf:b1:97:8d",-47,1140364541438,135,"29-3",-47,-47.5494505494505,91,1.42410780072403,1.5,7.74209274033837
"971297",2006-02-19 10:39:33,29,7,136.6,"00:14:bf:b1:97:8d",-40,1140367173078,135,"29-7",-40,-39.3298969072165,97,3.28101118014876,6,5.05371150739731
"1018804",2006-02-19 11:46:21,29,8,135.6,"00:14:bf:b1:97:8d",-50,1140371181712,135,"29-8",-40,-41.9468085106383,94,4.78206106030056,3,4.68401537145215
"314373",2006-02-11 07:50:31,3,3,135.3,"00:14:bf:b1:97:8d",-61,1139665831654,135,"3-3",-60,-59.5384615384615,91,1.22299897617557,1,31.1438597479503
"590234",2006-02-11 14:04:50,3,7,136,"00:14:bf:b1:97:8d",-43,1139688290341,135,"3-7",-44,-43.9,90,0.948683298050514,1,30.5865983724899
"634365",2006-02-11 15:02:40,3,8,134.9,"00:14:bf:b1:97:8d",-66,1139691760278,135,"3-8",-58,-59.4880952380952,84,3.96215241375904,7.25,30.5276923464582
"943845",2006-02-19 10:03:10,30,3,135.4,"00:14:bf:b1:97:8d",-46,1140364990586,135,"30-3",-45,-45.1176470588235,102,1.08357784376856,2,7.2069410986909
"978190",2006-02-19 10:47:58,30,7,135.1,"00:14:bf:b1:97:8d",-42,1140367678482,135,"30-7",-46,-45.9120879120879,91,2.63163806886869,4,4.18807831827439
"1025633",2006-02-19 11:54:40,30,8,135.1,"00:14:bf:b1:97:8d",-44,1140371680436,135,"30-8",-38,-38.8461538461538,91,3.4154000153653,3,3.73363094051889
"950667",2006-02-19 10:10:04,31,3,135.5,"00:14:bf:b1:97:8d",-37,1140365404399,135,"31-3",-38,-39.2680412371134,97,3.28670130956279,1,6.77790528113222
"984886",2006-02-19 10:55:48,31,7,135.7,"00:14:bf:b1:97:8d",-45,1140368148327,135,"31-7",-47,-47.1372549019608,102,2.93844174939366,3,3.39705755029261
"1032326",2006-02-19 13:02:09,31,8,134.8,"00:14:bf:b1:97:8d",-39,1140375729697,135,"31-8",-38,-37.6494845360825,97,1.45803261504303,3,2.81780056072107
"1079860",2006-02-19 13:59:26,32,3,135.3,"00:14:bf:b1:97:8d",-42,1140379166704,135,"32-3",-42,-41.3522727272727,88,1.57596730177347,3,6.47610994347687
"1066111",2006-02-19 13:47:36,32,4,135.3,"00:14:bf:b1:97:8d",-36,1140378456775,135,"32-4",-36,-37.7717391304348,92,4.15126952876226,2,5.50817574156817
"1059168",2006-02-19 13:29:48,32,5,134.5,"00:14:bf:b1:97:8d",-40,1140377388104,135,"32-5",-39,-38.6464646464646,99,1.28819705769407,2.5,4.55411901469428
"1052223",2006-02-19 13:23:54,32,6,136,"00:14:bf:b1:97:8d",-49,1140377034746,135,"32-6",-46,-46.2330097087379,103,2.93459381394529,2,3.62491379207837
"991722",2006-02-19 11:04:18,32,7,135.1,"00:14:bf:b1:97:8d",-35,1140368658271,135,"32-7",-39,-39.4,95,2.08030276028949,3,2.7459060435492
"1039047",2006-02-19 13:09:23,32,8,135.2,"00:14:bf:b1:97:8d",-47,1140376163232,135,"32-8",-33,-36.9285714285714,98,5.71532575218668,10.75,1.98494332412792
"1086734",2006-02-19 14:22:04,33,3,135.8,"00:14:bf:b1:97:8d",-48,1140380524528,135,"33-3",-54,-52.375,96,5.23801891035754,4,6.31981012372998
"1072975",2006-02-19 13:53:29,33,4,135.4,"00:14:bf:b1:97:8d",-41,1140378809445,135,"33-4",-40,-41.4090909090909,88,3.45957396764653,2,5.32353266168247
"998442",2006-02-19 11:12:32,33,7,135.1,"00:14:bf:b1:97:8d",-34,1140369152910,135,"33-7",-32,-32.7826086956522,92,3.19624122291926,3,2.35372045918796
"1045664",2006-02-19 13:16:09,33,8,134.6,"00:14:bf:b1:97:8d",-34,1140376569869,135,"33-8",-34,-33.7272727272727,99,0.998142988183984,1,1.39283882771841
"325028",2006-02-11 08:04:36,4,3,135.5,"00:14:bf:b1:97:8d",-62,1139666676403,135,"4-3",-61,-59.6046511627907,86,3.5422793252449,1.75,30.1652117512873
"582633",2006-02-11 13:58:19,4,7,134.3,"00:14:bf:b1:97:8d",-48,1139687899873,135,"4-7",-49,-49.3958333333333,96,1.20069424362186,1,29.5895251736151
"626852",2006-02-11 14:56:33,4,8,135.1,"00:14:bf:b1:97:8d",-61,1139691393967,135,"4-8",-53,-55.4555555555556,90,5.23634899634141,8,29.5286301747982
"329496",2006-02-11 08:08:25,5,3,135.1,"00:14:bf:b1:97:8d",-58,1139666905361,135,"5-3",-53.5,-54.5125,80,2.40249738207684,3.25,29.1880112374927
"575413",2006-02-11 13:51:42,5,7,134.2,"00:14:bf:b1:97:8d",-47,1139687502056,135,"5-7",-49,-49.063829787234,94,1.75859493424697,2,28.592656399852
"619898",2006-02-11 14:50:35,5,8,134.2,"00:14:bf:b1:97:8d",-57,1139691035049,135,"5-8",-56,-56.2795698924731,93,1.72176345013307,3,28.5296337165411
"336758",2006-02-11 08:15:09,6,3,135.8,"00:14:bf:b1:97:8d",-57,1139667309870,135,"6-3",-53,-54.5172413793103,87,3.13221100660472,5,28.212408617486
"568424",2006-02-11 13:45:11,6,7,135.4,"00:14:bf:b1:97:8d",-52,1139687111372,135,"6-7",-51,-50.1136363636364,88,2.78927262871222,4,27.5960142049536
"612308",2006-02-11 14:38:27,6,8,134.6,"00:14:bf:b1:97:8d",-57,1139690307183,135,"6-8",-57,-56.3804347826087,92,4.01328122395044,6,27.5307101252401
"344496",2006-02-11 08:21:18,7,3,135.1,"00:14:bf:b1:97:8d",-60,1139667678169,135,"7-3",-55,-55.9036144578313,83,2.42755752905294,4,27.2385755868401
"561711",2006-02-11 13:38:42,7,7,134.3,"00:14:bf:b1:97:8d",-53,1139686722595,135,"7-7",-52,-52.0921052631579,76,0.926320773511313,2,26.5996240574937
"605147",2006-02-11 14:31:54,7,8,135.7,"00:14:bf:b1:97:8d",-56,1139689914203,135,"7-8",-58.5,-58.2234042553191,94,1.62079401302876,2,26.5318676312091
"351841",2006-02-11 08:44:09,8,3,135.2,"00:14:bf:b1:97:8d",-53,1139669049255,135,"8-3",-55,-54.9770114942529,87,1.765147147791,2,26.266708967817
"554343",2006-02-11 13:32:17,8,7,135.6,"00:14:bf:b1:97:8d",-49,1139686337687,135,"8-7",-49,-49.0196078431373,102,1.51546739616818,2,25.6035153836343
"597919",2006-02-11 14:25:11,8,8,134.5,"00:14:bf:b1:97:8d",-49,1139689511026,135,"8-8",-57,-54.0967741935484,93,4.93669603499501,9,25.5331157519015
"359104",2006-02-11 08:50:11,9,3,135.1,"00:14:bf:b1:97:8d",-62,1139669411434,135,"9-3",-60,-58.5714285714286,98,3.92454607001499,6,25.2970353994297
"393757",2006-02-11 09:46:49,9,4,135.1,"00:14:bf:b1:97:8d",-59,1139672809730,135,"9-4",-60,-60.2688172043011,93,1.53325304178259,2,25.0667109928686
"484367",2006-02-11 11:58:42,9,7,135.8,"00:14:bf:b1:97:8d",-51,1139680722160,135,"9-7",-53,-52.7692307692308,91,2.29529433153486,3.5,24.6077223651438
"518779",2006-02-11 12:39:17,9,8,134.8,"00:14:bf:b1:97:8d",-58,1139683157245,135,"9-8",-55,-55.978021978022,91,1.96060093949688,4,24.534465553584
"4141",2006-02-11 01:37:37,0,0,180.3,"00:14:bf:b1:97:8d",-63,1139643457160,180,"0-0",-66,-66,93,1.35132784938435,2,34.7669383178905
"28635",2006-02-11 02:07:32,0,1,180.1,"00:14:bf:b1:97:8d",-70,1139645252256,180,"0-1",-68,-68.2941176470588,85,2.31364240462319,2,34.5128961404284
"225434",2006-02-11 05:49:15,0,10,179.4,"00:14:bf:b1:97:8d",-68,1139658555943,180,"0-10",-68,-67.8461538461538,91,2.00512164731041,2,33.5073126347071
"232689",2006-02-11 05:57:34,0,11,180.4,"00:14:bf:b1:97:8d",-63,1139659054634,180,"0-11",-67,-67.1341463414634,82,1.98613835332957,4,33.5431065943511
"240033",2006-02-11 06:08:11,0,12,180.5,"00:14:bf:b1:97:8d",-68,1139659691150,180,"0-12",-68,-68.5061728395062,81,1.31456700846822,1,33.6086298441338
"247084",2006-02-11 06:20:19,0,13,180.3,"00:14:bf:b1:97:8d",-70,1139660419764,180,"0-13",-69,-69.8888888888889,72,1.69967317119759,2,33.7037089947086
"53445",2006-02-11 02:29:32,0,2,179.2,"00:14:bf:b1:97:8d",-58,1139646572551,180,"0-2",-62,-61.3370786516854,89,3.1835651121485,6,34.2861488067703
"78095",2006-02-11 02:50:05,0,3,179.6,"00:14:bf:b1:97:8d",-63,1139647805944,180,"0-3",-64,-63.4891304347826,92,2.3510323438228,3,34.0872410147844
"103112",2006-02-11 03:09:04,0,4,180,"00:14:bf:b1:97:8d",-60,1139648944031,180,"0-4",-61,-61.5340909090909,88,2.83228052232786,3,33.9166625716623
"203254",2006-02-11 05:26:38,0,7,179.9,"00:14:bf:b1:97:8d",-51,1139657198474,180,"0-7",-49,-48.9450549450549,91,1.75981462005164,2,33.5788623988366
"210827",2006-02-11 05:34:36,0,8,180.4,"00:14:bf:b1:97:8d",-50,1139657676688,180,"0-8",-50,-50.0430107526882,93,2.50179925903175,4,33.5252143915591
"218053",2006-02-11 05:42:08,0,9,180.2,"00:14:bf:b1:97:8d",-63,1139658128885,180,"0-9",-59,-58.9204545454545,88,2.3983787191911,4,33.5013432566517
"12504",2006-02-11 01:50:36,1,0,180.1,"00:14:bf:b1:97:8d",-64,1139644236484,180,"1-0",-62,-61.5789473684211,95,1.44824873971775,2.5,33.8044375785192
"37002",2006-02-11 02:15:21,1,1,180.4,"00:14:bf:b1:97:8d",-64,1139645721394,180,"1-1",-67,-67.2777777777778,90,3.08686153031939,3,33.5431065943511
"173755",2006-02-11 04:39:15,1,10,179.9,"00:14:bf:b1:97:8d",-65,1139654355777,180,"1-10",-65,-65.1428571428571,91,1.86530562626211,2,32.5075375874581
"181132",2006-02-11 04:47:03,1,11,180.3,"00:14:bf:b1:97:8d",-63,1139654823426,180,"1-11",-63,-63.6704545454545,88,2.02695395106776,1,32.544431167252
"188530",2006-02-11 05:02:27,1,12,179.6,"00:14:bf:b1:97:8d",-70,1139655747676,180,"1-12",-69,-69.8809523809524,84,2.51455887005218,2,32.6119609959291
"195584",2006-02-11 05:13:05,1,13,180.3,"00:14:bf:b1:97:8d",-69,1139656385768,180,"1-13",-67,-67.7446808510638,94,2.92168816354616,3,32.7099373279742
"61725",2006-02-11 02:36:31,1,2,180.3,"00:14:bf:b1:97:8d",-64,1139646991953,180,"1-2",-61,-61.6625,80,1.74257012281038,3,33.3097583299549
"86382",2006-02-11 02:56:26,1,3,180,"00:14:bf:b1:97:8d",-59,1139648186980,180,"1-3",-56,-56.8461538461538,78,1.90744898709288,1,33.1049845189512
"111355",2006-02-11 03:15:13,1,4,180.4,"00:14:bf:b1:97:8d",-62,1139649313158,180,"1-4",-55,-56.1704545454545,88,2.58297516646092,5,32.9293182437778
"127257",2006-02-11 03:46:27,1,5,179.8,"00:14:bf:b1:97:8d",-61,1139651187023,180,"1-5",-60,-59.6329113924051,79,1.06430686713591,1,32.7832274189104
"142821",2006-02-11 04:02:21,1,6,179.9,"00:14:bf:b1:97:8d",-60,1139652141826,180,"1-6",-58,-57.5897435897436,78,1.48092545158093,2,32.6671088405448
"150820",2006-02-11 04:12:51,1,7,180.1,"00:14:bf:b1:97:8d",-52,1139652771414,180,"1-7",-50,-50.3253012048193,83,3.13947499780263,6,32.5812829704418
"158665",2006-02-11 04:20:45,1,8,180.4,"00:14:bf:b1:97:8d",-49,1139653245231,180,"1-8",-48,-48.6875,96,2.27254783980679,2,32.5259896083117
"166163",2006-02-11 04:28:12,1,9,180,"00:14:bf:b1:97:8d",-64,1139653692951,180,"1-9",-62,-63.0602409638554,83,2.67941292072814,4,32.5013845858911
"367192",2006-02-11 08:57:31,10,3,180,"00:14:bf:b1:97:8d",-51,1139669851101,180,"10-3",-53,-53.032967032967,91,1.71561812281916,2,24.3298170975451
"401419",2006-02-11 10:06:07,10,4,180.6,"00:14:bf:b1:97:8d",-53,1139673967702,180,"10-4",-54,-53.5483870967742,93,0.827727757074569,1,24.0902469891863
"428619",2006-02-11 10:44:50,10,5,180.4,"00:14:bf:b1:97:8d",-68,1139676290503,180,"10-5",-60,-59.5125,80,2.47004202290907,2,23.8901653405748
"457239",2006-02-11 11:15:35,10,6,180.8,"00:14:bf:b1:97:8d",-55,1139678135279,180,"10-6",-56,-57.1098901098901,91,2.80654215658324,5,23.7305710002941
"492177",2006-02-11 12:06:42,10,7,180.3,"00:14:bf:b1:97:8d",-51,1139681202663,180,"10-7",-51,-51.7472527472527,91,2.0417498301071,2,23.6122849381418
"526685",2006-02-11 12:48:00,10,8,180.5,"00:14:bf:b1:97:8d",-46,1139683680825,180,"10-8",-46,-46.9891304347826,92,2.97053132930865,2,23.5359299795016
"374361",2006-02-11 09:08:40,11,3,180.3,"00:14:bf:b1:97:8d",-60,1139670520271,180,"11-3",-58.5,-58.4891304347826,92,2.13549060280488,3,23.3653589743449
"408110",2006-02-11 10:14:45,11,4,180.6,"00:14:bf:b1:97:8d",-57,1139674485979,180,"11-4",-57,-57.551724137931,87,1.42043737687372,1.5,23.1157954654388
"435555",2006-02-11 10:51:49,11,5,180.2,"00:14:bf:b1:97:8d",-59,1139676709074,180,"11-5",-57,-56.6309523809524,84,1.47083913353611,2,22.9072041070053
"464377",2006-02-11 11:24:14,11,6,180,"00:14:bf:b1:97:8d",-54,1139678654027,180,"11-6",-57,-56.7333333333333,90,1.64760636730168,2,22.7407123898967
"498896",2006-02-11 12:14:10,11,7,180.1,"00:14:bf:b1:97:8d",-50,1139681650919,180,"11-7",-50,-49.0714285714286,98,2.28057688487695,1,22.6172500538859
"533852",2006-02-11 12:56:40,11,8,180.3,"00:14:bf:b1:97:8d",-46,1139684200250,180,"11-8",-44,-45.6,90,3.75005617935446,1,22.5375242651006
"381309",2006-02-11 09:16:32,12,3,179.9,"00:14:bf:b1:97:8d",-59,1139670992964,180,"12-3",-57,-57.7848101265823,79,3.18518560452617,2,22.4040174968687
"415153",2006-02-11 10:30:41,12,4,180.3,"00:14:bf:b1:97:8d",-58,1139675441702,180,"12-4",-54,-54.7380952380952,84,2.03652815609789,1.25,22.1436221066022
"442743",2006-02-11 10:58:50,12,5,180.6,"00:14:bf:b1:97:8d",-60,1139677130620,180,"12-5",-59,-58.9102564102564,78,1.29118788995489,1.75,21.925783908449
"471140",2006-02-11 11:30:59,12,6,180.2,"00:14:bf:b1:97:8d",-58,1139679059613,180,"12-6",-58,-57.7291666666667,96,1.51121538167945,2,21.7517815362328
"505792",2006-02-11 12:23:12,12,7,180.3,"00:14:bf:b1:97:8d",-46,1139682192764,180,"12-7",-45,-44.5376344086022,93,1.463758858325,3,21.6226732852346
"540972",2006-02-11 13:11:51,12,8,181.5,"00:14:bf:b1:97:8d",-53,1139685111387,180,"12-8",-52,-52.3762376237624,101,1.28725665776888,1,21.5392664684757
"388041",2006-02-11 09:40:17,13,3,180.4,"00:14:bf:b1:97:8d",-61,1139672417485,180,"13-3",-53,-54.3720930232558,86,3.9794960119206,6,21.4462117867002
"421865",2006-02-11 10:38:04,13,4,180.1,"00:14:bf:b1:97:8d",-62,1139675884250,180,"13-4",-57,-59.3658536585366,82,4.80100862633797,9,21.174040710266
"449889",2006-02-11 11:08:08,13,5,180.6,"00:14:bf:b1:97:8d",-53,1139677688283,180,"13-5",-56,-56.804347826087,92,3.76577744825361,6.25,20.9461213593352
"478368",2006-02-11 11:38:08,13,6,180.7,"00:14:bf:b1:97:8d",-62,1139679488431,180,"13-6",-60,-60.6451612903226,93,3.71438204027184,5,20.7639109996166
"512681",2006-02-11 12:32:17,13,7,180.5,"00:14:bf:b1:97:8d",-48,1139682737630,180,"13-7",-49,-47.2826086956522,92,5.58712430102359,10.25,20.6286208942818
"548011",2006-02-11 13:19:01,13,8,179.3,"00:14:bf:b1:97:8d",-50,1139685541418,180,"13-8",-49,-49.7755102040816,98,3.80593842078158,1.75,20.5411781551108
"642834",2006-02-19 02:49:27,14,3,179.8,"00:14:bf:b1:97:8d",-59,1140338967195,180,"14-3",-60,-60.0760869565217,92,1.61199961587658,2,20.4924376295257
"1094212",2006-03-09 12:33:15,14,7,180.2,"00:14:bf:b1:97:8d",-37,1141929195176,180,"14-7",-36,-37.25,100,3.85173449057156,1,19.6351725227969
"1139505",2006-03-09 13:37:36,14,8,179.8,"00:14:bf:b1:97:8d",-49,1141933056506,180,"14-8",-47,-47.3775510204082,98,1.94520455088733,2,19.5432852918848
"649548",2006-02-19 02:55:57,15,3,179.7,"00:14:bf:b1:97:8d",-58,1140339357004,180,"15-3",-55,-55.7058823529412,85,2.59038298975527,3,19.5432852918848
"1100680",2006-03-09 12:44:44,15,7,180.3,"00:14:bf:b1:97:8d",-42,1141929884411,180,"15-7",-50,-47.9347826086956,92,4.04861758478448,8,18.6424247349963
"1146016",2006-03-09 13:43:27,15,8,180.5,"00:14:bf:b1:97:8d",-46,1141933407484,180,"15-8",-46,-46.3488372093023,86,2.0794085237109,3,18.545619428857
"656291",2006-02-19 03:04:38,16,3,180.4,"00:14:bf:b1:97:8d",-58,1140339878472,180,"16-3",-56,-56.1363636363636,88,0.745589609804679,1,18.599462357821
"1107071",2006-03-09 12:53:53,16,7,179.9,"00:14:bf:b1:97:8d",-42,1141930433178,180,"16-7",-42,-44.1648351648352,91,3.67956439530471,7,17.6504957437461
"1152325",2006-03-09 13:49:30,16,8,180.5,"00:14:bf:b1:97:8d",-56,1141933770506,180,"16-8",-47,-48.4651162790698,86,3.4698624296127,3,17.5482192828788
"663089",2006-02-19 03:12:54,17,3,180.7,"00:14:bf:b1:97:8d",-53,1140340374635,180,"17-3",-53,-53.5376344086022,93,1.92556677023397,1,17.661823235442
"1113490",2006-03-09 13:05:00,17,7,179.4,"00:14:bf:b1:97:8d",-42,1141931100736,180,"17-7",-43,-42.7941176470588,102,0.836520792047085,1,16.6595318061463
"1158648",2006-03-09 13:56:15,17,8,180.7,"00:14:bf:b1:97:8d",-49,1141934175188,180,"17-8",-48,-48.3604651162791,86,0.750102592162439,1,16.5511328917389
"669566",2006-02-19 03:21:54,18,3,180.3,"00:14:bf:b1:97:8d",-57,1140340914369,180,"18-3",-56,-56.0348837209302,86,2.23579265806325,4,16.7314075917121
"1119892",2006-03-09 13:12:02,18,7,181,"00:14:bf:b1:97:8d",-42,1141931522722,180,"18-7",-40,-43.639175257732,97,5.58119156746252,10,15.6697160152952
"1165307",2006-03-09 14:17:27,18,8,180.5,"00:14:bf:b1:97:8d",-45,1141935447775,180,"18-8",-45,-44.74,100,0.613320157961253,1,15.5544205935162
"676310",2006-02-19 03:28:32,19,3,180.4,"00:14:bf:b1:97:8d",-56,1140341312086,180,"19-3",-57,-56.5,96,1.34555799421261,2,15.8094908203901
"1126409",2006-03-09 13:21:08,19,7,182.8,"00:14:bf:b1:97:8d",-49,1141932068868,180,"19-7",-52,-51.6265060240964,83,0.893210752361389,1,14.681280598095
"1171927",2006-03-09 14:29:07,19,8,180,"00:14:bf:b1:97:8d",-46,1141936147167,180,"19-8",-45,-45.3295454545455,88,0.673327487895833,1,14.5581592242976
"20382",2006-02-11 01:59:32,2,0,180.2,"00:14:bf:b1:97:8d",-66,1139644772090,180,"2-0",-63,-64.123595505618,89,3.05190039423688,3,32.8441775661989
"45406",2006-02-11 02:22:29,2,1,179.6,"00:14:bf:b1:97:8d",-62,1139646149784,180,"2-1",-61,-63.5119047619048,84,6.07085482085354,2,32.5751438983775
"284910",2006-02-11 07:20:23,2,10,180.2,"00:14:bf:b1:97:8d",-61,1139664023209,180,"2-10",-64,-63.9230769230769,91,1.30154411912048,1,31.5077768177953
"292469",2006-02-11 07:26:02,2,11,180.9,"00:14:bf:b1:97:8d",-74,1139664362442,180,"2-11",-72,-71.7926829268293,82,2.11250132516898,2,31.5458396623073
"299997",2006-02-11 07:32:16,2,12,180.8,"00:14:bf:b1:97:8d",-69,1139664736957,180,"2-12",-70,-70.0340909090909,88,1.20772288475179,2,31.6155025264505
"307607",2006-02-11 07:44:46,2,13,180,"00:14:bf:b1:97:8d",-68,1139665486916,180,"2-13",-69,-69.6666666666667,90,2.30290485832934,4,31.7165571902122
"69965",2006-02-11 02:43:57,2,2,179.6,"00:14:bf:b1:97:8d",-66,1139647437749,180,"2-2",-69,-68.3555555555556,90,1.94480645818556,2,32.3348109627998
"94811",2006-02-11 03:02:44,2,3,180.1,"00:14:bf:b1:97:8d",-58,1139648564007,180,"2-3",-56,-56.2068965517241,87,2.88596415324674,3.5,32.1238229356345
"119384",2006-02-11 03:36:56,2,4,180.1,"00:14:bf:b1:97:8d",-57,1139650616859,180,"2-4",-58,-57.4578313253012,83,0.845377745257994,1,31.9427613083152
"135187",2006-02-11 03:54:17,2,5,180.4,"00:14:bf:b1:97:8d",-66,1139651657132,180,"2-5",-60,-61.125,88,2.99736474295319,5,31.792137392758
"254900",2006-02-11 06:31:46,2,6,180.3,"00:14:bf:b1:97:8d",-58,1139661106183,180,"2-6",-56,-57.5287356321839,87,2.96427990573251,2,31.672385448526
"262347",2006-02-11 06:39:32,2,7,180.9,"00:14:bf:b1:97:8d",-45,1139661572024,180,"2-7",-47,-47.3516483516484,91,2.85335524280384,4,31.5838566359462
"269824",2006-02-11 06:53:01,2,8,180.3,"00:14:bf:b1:97:8d",-53,1139662381946,180,"2-8",-51,-51.5684210526316,95,3.78027532369751,4,31.5268139842896
"277685",2006-02-11 07:07:51,2,9,180.1,"00:14:bf:b1:97:8d",-58,1139663271718,180,"2-9",-59,-60.0476190476191,84,3.73167736406999,1,31.5014285390361
"682995",2006-02-19 03:35:20,20,3,180.6,"00:14:bf:b1:97:8d",-54,1140341720400,180,"20-3",-59,-57.6595744680851,94,2.29329640891143,2,14.8976508215222
"1132941",2006-03-09 13:31:08,20,7,179.5,"00:14:bf:b1:97:8d",-52,1141932668658,180,"20-7",-51,-49.9574468085106,94,2.38685870683364,4,13.6945244532258
"1178378",2006-03-09 14:36:20,20,8,180.4,"00:14:bf:b1:97:8d",-39,1141936580886,180,"20-8",-43,-42.0210526315789,95,3.37380064542539,5,13.5624481565829
"689930",2006-02-19 04:14:14,21,3,180.7,"00:14:bf:b1:97:8d",-52,1140344054954,180,"21-3",-52,-50.8725490196078,102,1.94310952503614,1,13.9978569788379
"731107",2006-02-19 04:57:23,21,4,180.5,"00:14:bf:b1:97:8d",-53,1140346643539,180,"21-4",-52,-52.2830188679245,106,1.09331054257139,2,13.5771867483658
"772559",2006-02-19 05:54:59,21,5,180.3,"00:14:bf:b1:97:8d",-52,1140350099731,180,"21-5",-50,-50.1931818181818,88,1.69419532688608,2,13.2189258262538
"806489",2006-02-19 06:33:20,21,6,179.9,"00:14:bf:b1:97:8d",-43,1140352400375,180,"21-6",-46,-46.1075268817204,93,1.18378873694846,1,12.9282636111738
"840874",2006-02-19 07:50:21,21,7,180,"00:14:bf:b1:97:8d",-47,1140357021300,180,"21-7",-39,-40.5106382978723,94,3.30117177257802,1,12.709838708654
"882294",2006-02-19 08:51:50,21,8,179.6,"00:14:bf:b1:97:8d",-51,1140360710714,180,"21-8",-55,-54.0430107526882,93,3.08894937286839,3,12.5674181914982
"696858",2006-02-19 04:20:59,22,3,180.2,"00:14:bf:b1:97:8d",-53,1140344459539,180,"22-3",-53,-53.0326086956522,92,0.717919566900735,1,13.1125893705248
"737997",2006-02-19 05:04:00,22,4,179.8,"00:14:bf:b1:97:8d",-49,1140347040572,180,"22-4",-50,-50.5520833333333,96,1.27212868983793,1,12.6625431884752
"779142",2006-02-19 06:05:01,22,5,180.1,"00:14:bf:b1:97:8d",-52,1140350701569,180,"22-5",-51.5,-52.695652173913,92,3.13694444469712,6,12.2776219195738
"813312",2006-02-19 06:39:09,22,6,180.5,"00:14:bf:b1:97:8d",-43,1140352749661,180,"22-6",-43,-43.4666666666667,90,2.21435561428531,2,11.96411300515
"847839",2006-02-19 07:57:33,22,7,180.1,"00:14:bf:b1:97:8d",-47,1140357453455,180,"22-7",-44,-44.7835051546392,97,2.21842100435813,4,11.7277448812634
